frequency,swaying,stride_length,velocity
1.08,0.052652932095129626,1.2055517334296542,1.2776426365999278
1.0033333333333334,0.05018308126739226,1.5064070865141381,1.2281729632756573
1.0733333333333335,0.04539459645008814,1.1819806798010026,1.1890361129756764
1.1666666666666667,0.06049547716101098,1.350750925766784,1.2154095138282337
0.7866666666666667,0.0523388856885477,1.7373720134019182,1.2259455321184498
0.93,0.054718678578581564,1.3262144026524827,1.1000083039970756
0.8133333333333334,0.06099816075586651,1.7899266717317543,1.4004100458345439
,,,0.6610244112882523
1.3,0.05882086161194387,1.15335068357044,1.5050737734509407
1.1033333333333335,0.07019013310002883,0.733424964945401,0.8491317974362941
0.9700000000000001,0.06773240683246198,1.7425886369321943,1.705165394667101
,,,1.098701322379449
1.0633333333333335,0.0739029606397904,1.0260774819481617,1.1207813443055796
1.28,0.07088611727808168,1.0488078653261914,1.2094674862279096
0.9266666666666667,0.07583328776838437,1.4936725976363823,1.5892677715685177
0.9033333333333334,0.060846451209952794,1.2570808368915365,1.2657283260340912
1.1033333333333335,0.04900653333988462,1.0359736353326199,1.0640511091134537
1.2566666666666668,0.049156806140433364,1.1267462807246105,1.4018192533481337
1.36,0.03880817430780803,0.9906675588887285,1.2499750071298308
1.06,0.05180473650199183,1.245433510618707,1.2325446545925955
,,,0.6002675497771287
1.3566666666666667,0.05533675384327172,1.4019440350008814,1.408541085852382
0.9266666666666667,0.052509623475315376,1.542399230092064,1.5357267884527541
0.8566666666666667,0.06478183329121441,1.413700228476468,1.458605304367717
,,,1.3127759415621874
1.06,0.06167472427886176,1.24639830449243,1.387295996734348
1.32,0.05848701311190489,0.8866235087076677,1.1638762901253847
1.4566666666666668,0.06175794997944301,1.1300107077626362,1.7269953595148955
1.1866666666666668,0.045825332032478655,1.3372382897218467,1.4194155916208064
0.81,0.10370094460495238,1.9242427361788028,1.5376017003366858
1.1666666666666667,0.06581723378872266,1.1575606163135637,1.2604834073722706
1.04,0.056010534261969114,1.0041088639375664,1.1276247778329471
,,,1.076131583268049
1.2833333333333334,0.0762556983620914,1.3077471854694405,1.4457541478472067
1.4200000000000002,0.06305789742617549,0.6695710407341413,1.0971220182449701
,,,0.9290391947876819
0.9233333333333333,0.1005559638736588,1.647360955218539,1.4394382156771888
0.7966666666666667,0.05761665369235897,1.98054341256419,1.3197256257124077
1.0666666666666667,0.054267596020250414,0.9713644581513691,1.1330750185436378
1.1833333333333333,0.06679050589591017,1.1196741856450991,1.1135879432339937
1.1600000000000001,0.04541133126601954,1.5028495520128895,1.5539373952600224
1.34,0.05352850276588654,1.0803256453395402,1.0270371469262436
0.9700000000000001,0.04293851207203561,1.3357033973184935,1.4635840587733588
1.1566666666666667,0.07029242440685397,0.9241874731316109,1.0958316816148317
0.8600000000000001,0.08297067349114512,1.371504362705426,1.2097501858772182
0.8066666666666668,0.06576544875107097,1.3873570476684622,1.1044102606414552
1.23,0.06507407074545446,1.0576082143119727,1.0185006021419545
0.9066666666666667,0.06027994832385816,1.8873648146891757,1.3414124235795293
1.11,0.07495855171447201,1.5366264400240133,1.1869513522224102
0.8433333333333334,0.06069160390841789,2.192570768187831,1.5414761579166207
0.8933333333333334,0.05990138447125179,2.1395609997715086,1.2629828822693203
1.0266666666666668,0.07706553316170665,1.918904520847104,1.2978195117107065
,,,1.3849073868283193
0.93,0.10193534418068291,3.0562768530370428,1.479586907119739
0.9666666666666667,0.08983333707810719,2.181600384973107,1.2228316516676951
1.4066666666666667,0.05337140534133782,1.6079587685843781,1.5186362648146792
0.9966666666666667,0.07957739531187723,2.1853212581727655,1.5000367104546368
1.1333333333333333,0.06145408567003282,1.8541329155636015,1.4506498540709083
0.9233333333333333,0.059565883824730124,1.8106294834549697,1.1744740038717212
1.4633333333333334,0.061161370220472536,1.2254884803433033,1.2954998542754115
0.9366666666666668,0.07933478994050884,1.7362216962600492,1.3351525417885262
0.9766666666666667,0.06430558342803865,1.3777429117892608,0.9790394259605157
0.8266666666666668,0.08550308908129753,2.140923742458811,1.1630029537282303
0.8333333333333334,0.06821515633355865,1.7499002803259223,1.1155135346154053
0.9666666666666667,0.09670999138624163,2.199386504473477,1.3215840531136551
1.0033333333333334,0.05630244411458502,0.7954911763097086,0.5625559337241846
1.0266666666666668,0.047753506317767265,1.4969481932177289,1.0811051609001516
1.2466666666666668,0.0483890250072016,1.2921784890077914,1.2037493655143587
1.02,0.0575942166123245,1.436549169697668,1.109959566616301
,,,1.3756653392375249
1.0366666666666666,0.0860772223770904,1.3124118131253906,1.1644812178734572
1.1166666666666667,0.06031736508885938,1.5027436124326772,1.4378120963076135
1.28,0.050987188930284935,0.9795481245539629,1.3177932451434784
1.1766666666666667,0.052952280523507395,1.5006020290705862,1.4551320484424919
1.4166666666666667,0.05433914255183099,1.1128586279499662,1.3018156922836863
0.7100000000000001,0.058523116334891066,2.536408671817801,1.4911825097862634
0.6900000000000001,0.09925893923270153,2.8938565978213795,1.3975152422541524
1.1066666666666667,0.058353898993595436,1.4294707052831623,1.449655513256132
1.0933333333333335,0.07260351077515169,1.6262218533096673,1.324114975798053
0.8500000000000001,0.09752107797572179,1.715317102300715,1.2979374666880448
1.1066666666666667,0.07464239727002388,2.306103804800909,1.1666748098856687
1.1700000000000002,0.06523598692272639,0.9645901231427135,0.5463208687561365
0.68,0.0910411560748268,4.135729529957146,1.397233270598252
1.12,0.08305467401470487,1.0113199905114005,1.2375142731279871
0.8600000000000001,0.09247518812846403,3.5537037713058477,1.2753746112779503
0.7733333333333334,0.08017882871612364,4.107462373547742,1.4536478665605985
1.1,0.12329622389233816,3.9315622027903294,1.4402912551681926
0.7333333333333334,0.111691208123097,5.859164234749864,1.278281744399206
1.0933333333333335,0.164507525419937,4.519441206207968,1.4162054607648922
0.8233333333333334,0.16151064984620114,6.266328049349252,1.399985487009224
0.66,0.16311931418538123,5.627956656256788,1.1529520866489071
0.7133333333333334,0.08185857294537924,3.837333136615089,1.3120533970064299
,,,1.3053180530525137
0.9733333333333334,0.08702535378757235,2.374411368982754,1.1643959173559446
0.9433333333333334,0.06811296167650518,1.9762196260374605,1.2527361093068152
0.6766666666666667,0.2097264684862534,3.033984813642829,1.0583500983618734
1.1433333333333333,0.1192733944581328,3.8103143486115205,1.6827882256139457
0.9266666666666667,0.059456016556282215,1.9896755662918018,1.4716370012310094
1.0266666666666668,0.058671540096854186,1.8599586101580794,1.3543617889456687
1.09,0.06762646746649602,1.442257419337513,1.3177762151305648
